age,cus_month_income,cus_gender,cus_marital_status,cus_customer_since,years_with_us,total_debit_trans_s1,total_debit_trans_s2,total_debit_trans_s3,total_debit_amt_s1,total_debit_amt_s2,total_debit_amt_s3,total_credit_trans_s1,total_credit_trans_s2,total_credit_trans_s3,total_credit_amt_s1,total_credit_amt_s2,total_credit_amt_s3,total_debit_amt,total_debit_trans,total_credit_amt,total_credit_trans,total_transactions,cus_target,tar_desc,status
41,10000000.0,0,4,100,14,48,53,33,108879.53,136726.39,59586.0,6,6,4,156748.85,143464.2,57466.04,305191.92,134,357679.09,16,150,2222,2,0
41,1000000.0,1,4,101,14,0,34,16,0.0,259000.0,91400.0,1,5,2,4000.0,126000.0,48500.0,350400.0,50,178500.0,8,58,2223,1,0
54,25000.0,0,4,22,22,103,120,187,221363.56,257272.24,353305.33,8,6,6,768015.81,771997.09,775449.65,831941.13,410,2315462.55,20,430,2232,2,0
33,500000.0,1,4,101,14,7,8,5,8615.0,7220.0,5900.0,1,6,1,5000.0,8200.0,5000.0,21735.0,20,18200.0,8,28,2223,1,0
62,10000.0,0,4,102,14,0,0,9,0.0,0.0,6440.66,0,0,0,0.0,0.0,0.0,6440.66,9,0.0,0,9,2223,1,1
59,16000000.0,1,1,100,14,354,349,429,2686991.91,2032778.71,3128186.53,51,64,41,2526510.56,2499805.69,2257766.46,7847957.15,1132,7284082.71,156,1288,2212,0,0
14,10000000.0,1,4,100,14,8,0,0,24205.63,0.0,0.0,12,12,12,48109.3,48086.58,48857.23,24205.63,8,145053.11,36,44,2223,1,0
41,20000.0,0,1,100,14,66,76,93,463334.79,1446852.56,2368972.18,11,9,16,205298.4,1496226.0,2285123.59,4279159.53,235,3986647.99,36,271,2212,0,0
43,5000000.0,0,4,101,14,30,22,41,94191.72,174646.14,154186.32,5,7,25,61300.0,125600.0,257450.0,423024.18,93,444350.0,37,130,2222,2,0
33,15000.0,1,1,101,14,97,157,216,285561.85,515613.85,903269.57,18,21,38,262877.19,334207.78,632225.96,1704445.27,470,1229310.93,77,547,2223,1,0
62,50000000.0,1,4,103,14,4,0,0,11136.22,0.0,0.0,4,0,0,11136.22,0.0,0.0,11136.22,4,11136.22,4,8,2223,1,1
59,4500000.0,1,1,102,14,24,24,20,11091.5,34969.8,6234.67,6,8,7,197237.75,191694.3,217495.0,52295.97,68,606427.05,21,89,2223,1,0
45,4500000.0,1,4,102,14,56,57,32,161736.47,207476.93,163841.34,6,8,6,162248.65,203967.64,205515.7,533054.74,145,571731.99,20,165,2222,2,0
40,4500000.0,1,4,102,14,110,80,124,360046.0,232571.85,378324.0,7,6,7,451982.57,338846.16,463691.95,970941.85,314,1254520.68,20,334,2222,2,0
53,1800000.0,1,4,103,14,23,14,15,14117.0,7275.0,4850.0,7,4,2,16000.0,4750.0,3700.0,26242.0,52,24450.0,13,65,2223,1,0
37,1654.8,1,4,103,14,133,77,103,533129.1,361832.03,468169.18,20,6,12,544386.65,411723.77,465390.0,1363130.31,313,1421500.42,38,351,2222,2,0
61,3500.0,1,0,103,14,11,40,39,10034.87,105393.99,92839.74,0,1,1,0.0,200.0,200000.0,208268.6,90,200200.0,2,92,2222,2,0
49,4500000.0,1,4,103,14,71,84,69,205845.5,254328.26,333418.42,29,18,7,328557.67,239482.22,359270.21,793592.18,224,927310.1,54,278,2222,2,0
50,2500.0,1,4,126,14,23,25,25,50366.47,61505.0,67736.78,6,7,6,50506.02,68100.6,60611.2,179608.25,73,179217.82,19,92,2223,1,0
51,5000000.0,1,4,127,14,38,105,244,71312.49,318854.47,414274.46,8,24,86,171000.0,405353.67,515231.28,804441.42,387,1091584.95,118,505,2222,2,0
45,421.0,0,4,127,14,147,161,111,498454.97,515598.66,420508.34,7,8,8,501455.0,533718.8,456206.2,1434561.97,419,1491380.0,23,442,2222,2,0
43,10000000.0,1,4,127,14,29,117,162,72422.84,416062.49,349238.06,4,11,55,42000.0,566000.0,332390.0,837723.39,308,940390.0,70,378,2223,1,0
39,1000000.0,0,4,127,14,26,35,32,64296.6,70350.0,65049.7,10,6,8,61375.39,64499.0,132510.36,199696.3,93,258384.75,24,117,2223,1,0
53,2500000.0,1,4,127,14,15,11,32,46693.6,41393.6,88584.7,7,6,8,46766.66,48859.22,55404.84,176671.9,58,151030.72,21,79,2223,1,0
63,15000000.0,1,1,128,14,0,17,11,0.0,89043.34,173099.49,2,3,2,76586.99,27300.0,6200.0,262142.83,28,110086.99,7,35,2212,0,0
46,16500.0,1,1,129,14,8,7,0,30700.0,28889.52,0.0,3,1,0,30500.0,30000.0,0.0,59589.52,15,60500.0,4,19,2223,1,1
36,2208885.0,0,1,130,14,1,0,1,200.0,0.0,749.7,0,0,0,0.0,0.0,0.0,949.7,2,0.0,0,2,2222,2,0
46,500000.0,0,4,84,14,1,8,21,4.5,1607.95,27470.0,0,0,0,0.0,0.0,0.0,29082.45,30,0.0,0,30,2222,2,0
60,3500.0,0,1,84,14,40,36,37,149493.6,141200.0,156049.7,7,5,7,149782.77,141555.78,156353.04,446743.3,113,447691.59,19,132,2223,1,0
47,300.0,0,4,36,21,51,71,70,110275.0,134655.0,337785.0,7,12,12,114562.5,131173.0,342224.88,582715.0,192,587960.38,31,223,2223,1,0
27,180000.0,0,4,105,14,0,7,1,0.0,72143.6,500.0,0,2,0,0.0,12000.0,0.0,72643.6,8,12000.0,2,10,2222,2,1
43,1500.0,1,1,105,14,352,363,347,1126363.4,1006630.85,969335.96,34,39,55,1988291.47,999527.08,1197068.08,3102330.21,1062,4184886.63,128,1190,2212,0,0
27,2000000.0,1,4,105,14,44,33,32,148762.9,201729.58,150753.85,4,0,3,122513.08,0.0,151485.97,501246.33,109,273999.05,7,116,2222,2,1
47,2000000.0,1,4,106,14,29,32,29,33717.02,46600.0,25533.32,0,0,0,0.0,0.0,0.0,105850.34,90,0.0,0,90,2222,2,0
25,500000.0,1,4,106,14,2,0,44,3693.6,0.0,246298.93,0,0,0,0.0,0.0,0.0,249992.53,46,0.0,0,46,2223,1,1
28,500000.0,0,4,106,14,1,0,1,693.6,0.0,749.7,0,0,0,0.0,0.0,0.0,1443.3,2,0.0,0,2,2223,1,1
61,1907506.0,1,4,107,14,4,1,0,6350.0,1900.0,0.0,2,1,0,3298.25,1914.23,0.0,8250.0,5,5212.48,3,8,2223,1,1
45,10000000.0,1,1,186,12,0,28,52,0.0,124667.49,179831.49,0,0,1,0.0,0.0,1300.0,304498.98,80,1300.0,1,81,2222,2,0
39,50000.0,1,1,108,14,216,308,155,411393.0,736144.02,288119.79,19,35,29,740304.0,715617.72,221900.0,1435656.81,679,1677821.72,83,762,2222,2,0
65,4500.0,1,1,108,14,145,186,212,2865075.85,4625981.39,3812931.71,32,42,42,3525949.56,4686000.15,3034754.49,11303988.95,543,11246704.2,116,659,2211,3,0
63,6500.0,0,1,110,14,20,11,19,495600.0,287880.0,125895.94,5,5,4,140100.0,310000.0,78500.0,909375.94,50,528600.0,14,64,2212,0,0
47,4600000.0,1,4,111,14,72,41,0,362876.3,193829.1,0.0,6,1,3,465901.93,200013.58,3669.34,556705.4,113,669584.85,10,123,2222,2,1
39,4570000.0,1,4,111,14,15,14,89,29995.0,23645.0,517483.85,4,13,13,33460.0,20235.0,606671.76,571123.85,118,660366.76,30,148,2222,2,0
56,21000000.0,1,4,110,14,4,55,12,11000.0,143990.21,32614.5,2,3,0,100000.0,101500.0,0.0,187604.71,71,201500.0,5,76,2222,2,0
55,2500000.0,1,1,110,14,53,120,73,115041.31,254283.18,129407.12,8,20,12,99414.0,200200.0,103860.0,498731.61,246,403474.0,40,286,2222,2,0
63,4500000.0,0,1,110,14,6,16,38,17101.6,70400.0,102342.16,7,8,11,28300.0,74200.0,103100.0,189843.76,60,205600.0,26,86,2223,1,0
56,8321790.0,0,0,111,14,47,15,9,655846.59,1251595.64,11630.11,6,4,1,822589.0,304345.0,6828.24,1919072.34,71,1133762.24,11,82,2222,2,0
36,2500000.0,1,4,111,14,10,9,92,9100.0,4893.6,522815.08,0,0,6,0.0,0.0,434000.0,536808.68,111,434000.0,6,117,2223,1,0
41,2000000.0,0,4,122,14,159,160,165,1230759.98,701850.85,739546.4,15,22,15,341650.0,243475.0,202500.0,2672157.23,484,787625.0,52,536,2222,2,0
14,200000.0,1,4,46,14,63,60,148,204646.2,152698.42,242400.04,16,16,40,82000.0,97210.0,133010.0,599744.66,271,312220.0,72,343,2223,1,0
46,48900.0,1,0,47,14,156,133,223,975386.47,1169710.15,981764.59,14,26,21,1139524.0,1834410.7,1541632.68,3126861.21,512,4515567.38,61,573,2212,0,0
47,2500000.0,1,4,47,14,3,11,16,2400.0,9893.6,8580.0,0,0,0,0.0,0.0,0.0,20873.6,30,0.0,0,30,2223,1,1
44,3000000.0,1,4,47,14,61,39,50,459669.55,310142.0,1665864.48,8,9,10,81120.0,118700.0,110350.0,2435676.03,150,310170.0,27,177,2222,2,0
41,4000000.0,1,4,48,14,29,357,319,283919.02,2990084.46,2357526.85,4,91,98,285000.0,2893628.85,2366600.0,5631530.33,705,5545228.85,193,898,2212,0,0
44,1200000.0,1,4,49,14,32,30,96,126134.72,109772.7,180072.09,6,6,6,167640.76,149683.08,192373.17,415979.51,158,509697.01,18,176,2222,2,0
34,1000000.0,0,1,49,14,62,66,34,291446.4,194262.7,67158.39,15,12,10,322811.0,93050.0,46530.0,552867.49,162,462391.0,37,199,2223,1,0
67,3000000.0,0,1,49,14,7,1,2,921135.79,237240.83,443624.27,8,3,0,222100.0,85000.0,0.0,1602000.89,10,307100.0,11,21,2212,0,0
58,5000000.0,1,1,49,14,33,30,34,98867.02,77350.0,94833.32,7,6,7,90690.22,74675.48,96900.64,271050.34,97,262266.34,20,117,2223,1,0
62,2023719.0,1,4,49,14,1,2,7,693.6,1500.0,11149.7,0,0,0,0.0,0.0,0.0,13343.3,10,0.0,0,10,2223,1,0
39,1500.0,1,4,50,14,16,0,0,20365.0,0.0,0.0,1,0,0,20000.0,0.0,0.0,20365.0,16,20000.0,1,17,2222,2,1
40,22000.0,1,4,50,14,27,42,13,24139.12,52691.16,44900.0,10,10,4,47880.0,55760.0,38300.0,121730.28,82,141940.0,24,106,2222,2,0
41,500000.0,1,4,51,14,164,242,125,3925244.63,392334.37,108044.12,37,8,27,100700.0,83400.0,58300.0,4425623.12,531,242400.0,72,603,2222,2,0
43,4000000.0,0,1,52,14,6,4,0,1200.0,800.0,0.0,0,0,0,0.0,0.0,0.0,2000.0,10,0.0,0,10,2212,0,0
57,1000000.0,0,1,52,14,34,45,71,69221.5,92076.5,145193.5,6,7,5,94186.56,122076.67,125105.55,306491.5,150,341368.78,18,168,2223,1,0
54,5000.0,1,4,53,14,80,65,108,336438.56,279072.89,448199.88,0,12,23,0.0,285205.08,457381.5,1063711.33,253,742586.58,35,288,2223,1,0
34,500000.0,0,4,53,14,67,199,55,554905.59,1361879.79,141765.38,5,10,5,556600.0,1219705.6,157460.0,2058550.76,321,1933765.6,20,341,2223,1,0
46,2100000.0,1,4,54,14,29,27,38,114039.02,186567.24,133493.16,6,7,6,131765.36,455055.82,81788.18,434099.42,94,668609.36,19,113,2223,1,0
22,1000000.0,1,4,54,14,2,3,0,10000.0,9000.0,0.0,0,0,0,0.0,0.0,0.0,19000.0,5,0.0,0,5,2223,1,1
40,3000000.0,0,4,78,14,53,51,62,116251.32,65289.65,56132.74,6,6,6,65610.27,85843.19,68510.11,237673.71,166,219963.57,18,184,2223,1,0
52,17000000.0,0,1,79,14,41,53,76,167590.01,137135.86,320545.44,2,3,3,162000.0,13166.09,60006.14,625271.31,170,235172.23,8,178,2223,1,0
47,1000000.0,1,4,79,14,3,0,0,225.0,0.0,0.0,0,0,0,0.0,0.0,0.0,225.0,3,0.0,0,3,2223,1,1
39,13000.0,0,4,46,14,13,22,56,15636.67,90638.36,124457.45,1,0,2,4000.0,0.0,13750.0,230732.48,91,17750.0,3,94,2223,1,0
59,2000000.0,1,1,47,14,11,0,20,31110.69,0.0,93000.0,0,0,0,0.0,0.0,0.0,124110.69,31,0.0,0,31,2223,1,0
35,1000.0,0,4,47,14,48,2,0,84798.47,2500.0,0.0,4,0,1,9890.0,0.0,100.0,87298.47,50,9990.0,5,55,2223,1,0
49,2556.0,1,4,48,14,72,59,58,241879.15,125735.25,125753.78,6,9,6,128693.5,177832.92,141925.0,493368.18,189,448451.42,21,210,2223,1,0
34,200000.0,1,1,48,14,89,84,98,572964.85,286674.24,540129.87,12,20,17,252280.0,390517.25,441398.74,1399768.96,271,1084195.99,49,320,2222,2,0
41,3500000.0,1,4,48,14,70,76,84,287500.0,313400.0,477600.0,18,21,17,231959.73,298615.17,454175.17,1078500.0,230,984750.07,56,286,2222,2,0
62,2098000.0,1,4,48,14,32,40,47,17500.0,27000.0,47449.7,0,0,0,0.0,0.0,0.0,91949.7,119,0.0,0,119,2223,1,0
35,1000000.0,1,4,49,14,12,9,5,174036.21,27880.0,27894.85,4,2,0,174264.0,28008.1,0.0,229811.06,26,202272.1,6,32,2222,2,0
45,7116635.0,1,4,4,25,20,69,38,147944.0,446304.37,258494.5,1,14,11,190000.0,401704.04,227419.59,852742.87,127,819123.63,26,153,2223,1,0
41,10000000.0,0,4,49,14,110,144,155,264292.53,301875.91,530365.69,13,14,16,249657.58,332834.58,358483.78,1096534.13,409,940975.94,43,452,2222,2,0
23,100000.0,0,4,50,14,82,40,51,266649.74,209991.17,212218.75,6,9,25,44520.0,65250.0,122900.0,688859.66,173,232670.0,40,213,2223,1,0
34,2000000.0,1,4,50,14,16,17,0,16890.0,8880.0,0.0,0,0,0,0.0,0.0,0.0,25770.0,33,0.0,0,33,2222,2,0
63,500000.0,1,4,76,14,61,74,66,135960.11,136565.2,116452.64,12,14,12,264841.39,335176.08,296554.14,388977.95,201,896571.61,38,239,2222,2,0
56,10000000.0,0,4,51,14,22,27,28,82066.47,95516.0,87702.46,5,6,5,88278.8,96842.36,75567.92,265284.93,77,260689.08,16,93,2223,1,0
33,1500000.0,0,4,52,14,0,0,62,0.0,0.0,108159.27,0,0,8,0.0,0.0,153795.44,108159.27,62,153795.44,8,70,2222,2,0
49,2400.0,0,1,52,14,0,0,17,0.0,0.0,41998.0,0,0,2,0.0,0.0,41847.04,41998.0,17,41847.04,2,19,2223,1,0
49,1000000.0,1,4,52,14,8,64,114,64905.97,233148.12,371519.55,0,4,6,0.0,167602.56,443360.0,669573.64,186,610962.56,10,196,2223,1,0
40,4000000.0,1,4,52,14,60,20,16,167868.54,72480.0,34971.0,6,1,4,160500.0,8000.0,24000.0,275319.54,96,192500.0,11,107,2223,1,0
63,209.0,0,4,52,14,20,13,12,15093.6,11400.0,14749.7,7,7,8,12222.0,11261.7,14837.1,41243.3,45,38320.8,22,67,2223,1,0
45,4000000.0,1,4,52,14,21,32,2,37966.5,102954.0,900.0,4,0,0,44000.0,0.0,0.0,141820.5,55,44000.0,4,59,2222,2,1
65,1000000.0,0,1,52,14,25,43,32,47432.0,52950.4,51447.85,6,7,6,45220.84,56993.07,47363.8,151830.25,100,149577.71,19,119,2223,1,0
52,8000.0,1,1,6,25,372,283,478,3003717.27,4064456.34,5426928.78,20,19,30,4543008.72,5757393.8,5765052.96,12495102.39,1133,16065455.48,69,1202,2211,3,0
43,17000.0,1,4,47,14,18,0,1,51222.02,0.0,749.7,3,0,0,53600.0,0.0,0.0,51971.72,19,53600.0,3,22,2223,1,1
41,5000.0,1,4,47,14,68,38,54,136770.78,75093.15,114693.02,14,12,10,110383.75,52004.99,69952.54,326556.95,160,232341.28,36,196,2222,2,0
48,15000000.0,1,0,47,14,366,337,553,5089974.13,5014116.91,7696069.47,33,37,43,6050687.63,4239842.54,7816910.62,17800160.51,1256,18107440.79,113,1369,2211,3,0
77,12500000.0,0,1,48,14,11,15,10,55882.63,149379.32,84312.1,0,3,1,0.0,275374.6,69590.0,289574.05,36,344964.6,4,40,2223,1,0
54,3000000.0,1,4,48,14,1,1,0,600.0,1000.0,0.0,0,0,0,0.0,0.0,0.0,1600.0,2,0.0,0,2,2223,1,1
44,1000000.0,1,4,49,14,50,46,37,190910.03,105183.84,137327.33,5,10,20,91000.0,223064.58,298511.1,433421.2,133,612575.68,35,168,2222,2,0
24,1500.0,1,4,49,14,0,0,29,0.0,0.0,744031.02,0,0,6,0.0,0.0,2778295.07,744031.02,29,2778295.07,6,35,2222,2,0
46,3000.0,0,4,51,14,29,29,54,45258.51,53551.72,91120.87,1,4,13,7000.0,31000.0,377500.0,189931.1,112,415500.0,18,130,2223,1,0
67,10000000.0,1,5,50,14,13,18,7,224258.44,537995.18,47370.0,1,5,1,159470.0,797350.0,159400.0,809623.62,38,1116220.0,7,45,2212,0,0
58,10000000.0,1,4,187,11,15,1,0,125005.3,693.6,0.0,0,0,0,0.0,0.0,0.0,125698.9,16,0.0,0,16,2223,1,1
42,2000.0,1,4,51,14,38,63,68,89093.52,190261.01,174827.3,3,21,38,18000.0,86580.0,175080.0,454181.83,169,279660.0,62,231,2222,2,0
40,10000000.0,1,4,51,14,241,179,331,1075437.65,1018936.45,3085921.36,102,73,88,1004600.0,1014250.0,2240150.0,5180295.46,751,4259000.0,263,1014,2223,1,0
34,2000000.0,0,4,52,14,18,31,62,9919.71,883300.0,234750.64,0,4,4,0.0,870000.0,254125.02,1127970.35,111,1124125.02,8,119,2222,2,0
53,15000000.0,0,1,203,4,317,136,128,881861.78,415884.86,641002.37,1,6,3,50000.0,152000.0,322720.68,1938749.01,581,524720.68,10,591,2222,2,0
53,10000000.0,0,4,210,1,5,0,12,73678.94,0.0,240027.97,0,0,0,0.0,0.0,0.0,313706.91,17,0.0,0,17,2211,3,0
55,2000.0,1,4,52,14,0,3,0,0.0,4100.0,0.0,0,0,0,0.0,0.0,0.0,4100.0,3,0.0,0,3,2222,2,1
36,500000.0,0,1,52,14,120,129,123,188789.08,195351.53,174003.94,6,7,6,176712.0,206261.2,185810.4,558144.55,372,568783.6,19,391,2222,2,0
33,1000.0,0,4,54,14,1,0,38,693.6,0.0,73097.09,0,1,3,0.0,50000.0,18984.0,73790.69,39,68984.0,4,43,2223,1,1
35,750000.0,1,4,78,14,212,208,177,566614.27,644271.38,887498.05,32,29,23,640951.0,732694.39,743081.21,2098383.7,597,2116726.6,84,681,2222,2,0
44,9759.96,1,1,14,23,513,457,615,1375982.27,1748735.31,1842391.15,54,31,52,1595484.5,1834165.06,1583139.28,4967108.73,1585,5012788.84,137,1722,2231,0,0
71,30000.0,1,1,79,14,3,6,21,23471.24,130959.02,130925.82,8,7,18,223285.14,85499.33,79354.74,285356.08,30,388139.21,33,63,2222,2,0
39,1800000.0,1,4,79,14,41,8,1,140841.01,18058.47,1500.0,4,2,0,125212.48,10000.0,0.0,160399.48,50,135212.48,6,56,2223,1,1
68,3750000.0,0,4,121,14,3,0,0,10000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,10000.0,3,0.0,0,3,2222,2,0
67,4500000.0,1,5,121,14,49,26,48,68636.55,78732.0,128126.0,0,3,20,0.0,19000.0,129600.0,275494.55,123,148600.0,23,146,2223,1,0
46,2850000.0,0,2,121,14,19,20,5,33100.0,18534.04,2900.0,0,0,0,0.0,0.0,0.0,54534.04,44,0.0,0,44,2222,2,0
42,1000000.0,0,4,121,14,106,43,102,462300.06,156909.02,303649.69,9,6,12,282000.0,150000.0,456065.71,922858.77,251,888065.71,27,278,2223,1,0
39,3000000.0,1,1,146,14,15,0,0,24936.76,0.0,0.0,1,0,0,25000.0,0.0,0.0,24936.76,15,25000.0,1,16,2223,1,1
30,1500000.0,0,4,147,14,221,292,190,1005188.02,1425182.13,1134963.34,9,22,10,997283.04,1237638.16,1196635.41,3565333.49,703,3431556.61,41,744,2212,0,0
34,1000.0,0,4,148,14,27,31,39,54388.0,84285.0,73759.04,9,8,10,56660.42,66855.0,73688.0,212432.04,97,197203.42,27,124,2223,1,0
59,1350000.0,1,4,150,14,15,12,16,48593.6,46400.0,54649.7,7,6,8,48630.7,46413.27,54715.42,149643.3,43,149759.39,21,64,2223,1,0
45,5000000.0,1,1,149,14,181,242,164,286122.66,1432392.74,185056.19,19,45,28,1022898.24,2238543.05,1027102.06,1903571.59,587,4288543.35,92,679,2222,2,0
41,2346.9,1,4,149,14,11,1,0,105619.43,817.02,0.0,2,0,0,49244.43,0.0,0.0,106436.45,12,49244.43,2,14,2222,2,1
44,5000000.0,1,4,149,14,142,225,185,1589737.75,2029379.73,4444819.27,11,13,22,2088502.0,1866737.96,4035872.65,8063936.75,552,7991112.61,46,598,2211,3,0
43,8000.0,1,1,150,14,33,11,12,32691.41,9973.0,11908.5,0,2,0,0.0,14000.0,0.0,54572.91,56,14000.0,2,58,2222,2,0
40,200.0,1,4,149,14,12,0,8,1733.5,0.0,236699.67,0,0,8,0.0,0.0,488801.22,238433.17,20,488801.22,8,28,2222,2,0
42,4000000.0,0,4,150,14,352,344,361,2046382.28,2320658.35,2948832.31,46,56,59,1927415.5,2322540.8,3016594.23,7315872.94,1057,7266550.53,161,1218,2222,2,0
33,500000.0,1,4,150,14,1,0,1,817.02,0.0,883.32,0,0,0,0.0,0.0,0.0,1700.34,2,0.0,0,2,2222,2,1
52,2000000.0,1,4,150,14,18,9,12,22321.72,11268.12,27361.7,5,5,12,37734.91,16613.14,32585.4,60951.54,39,86933.45,22,61,2223,1,0
53,22615005.0,0,4,151,14,0,0,1,0.0,0.0,447.78,1,1,3,3116.88,2909.88,9090.68,447.78,1,15117.44,5,6,2223,1,0
57,1500000.0,1,4,151,14,25,54,46,109250.0,212020.0,199300.3,0,0,0,0.0,0.0,0.0,520570.3,125,0.0,0,125,2223,1,0
41,700.0,0,4,152,14,6,16,31,6360.78,19906.0,51668.27,3,0,2,6400.0,0.0,1800.0,77935.05,53,8200.0,5,58,2223,1,1
39,200.0,1,4,151,14,74,61,0,258115.01,743747.84,0.0,0,2,0,0.0,23350.0,0.0,1001862.85,135,23350.0,2,137,2223,1,0
40,200.0,0,4,151,14,38,53,50,85513.96,125766.97,95582.32,12,14,6,99128.77,150391.0,99456.17,306863.25,141,348975.94,32,173,2223,1,0
52,2000.0,0,1,152,14,0,0,1,0.0,0.0,19.5,0,0,0,0.0,0.0,0.0,19.5,1,0.0,0,1,2223,1,1
64,5000000.0,0,4,102,14,6,7,8,1500.0,1519.5,6879.35,6,7,19,35866.02,41843.69,42314.97,9898.85,21,120024.68,32,53,2223,1,0
44,25000000.0,1,1,102,14,12,20,17,13538.3,26733.85,34200.25,0,1,0,0.0,26000.0,0.0,74472.4,49,26000.0,1,50,2212,0,0
38,2098000.0,0,4,103,14,53,52,60,91604.5,319711.82,273418.83,6,9,17,212882.85,223517.04,326534.98,684735.15,165,762934.87,32,197,2222,2,0
38,7000000.0,0,4,103,14,1,0,0,100.0,0.0,0.0,1,0,0,100.0,0.0,0.0,100.0,1,100.0,1,2,2222,2,1
51,4500000.0,1,4,103,14,57,61,53,177000.0,183615.3,164565.55,8,9,7,177416.68,187297.14,210128.33,525180.85,171,574842.15,24,195,2223,1,0
48,3750000.0,0,4,126,14,40,48,33,50302.37,72102.31,52603.27,13,21,12,57657.88,78986.72,59854.68,175007.95,121,196499.28,46,167,2223,1,0
52,5000.0,1,4,126,14,11,11,13,12100.0,12100.0,14300.0,11,11,13,12100.0,12100.0,14300.0,38500.0,35,38500.0,35,70,2223,1,1
52,4000000.0,0,4,208,2,2,1,4,400.0,693.6,10000.0,0,0,0,0.0,0.0,0.0,11093.6,7,0.0,0,7,2223,1,0
48,2750000.0,0,4,126,14,47,60,62,55581.0,77861.0,82453.75,6,7,6,53707.92,86646.88,78441.15,215895.75,169,218795.95,19,188,2223,1,0
40,5000.0,1,4,126,14,5,3,0,1158.98,1500.0,0.0,0,0,0,0.0,0.0,0.0,2658.98,8,0.0,0,8,2223,1,1
45,1000.0,0,4,126,14,16,32,24,33436.0,80576.0,50091.0,0,0,0,0.0,0.0,0.0,164103.0,72,0.0,0,72,2223,1,0
63,10000.0,0,1,127,14,25,6,25,71598.06,80752.6,44661.58,0,7,0,0.0,37110.5,0.0,197012.24,56,37110.5,7,63,2222,2,0
35,250000.0,1,1,127,14,39,58,30,46213.4,108169.0,56773.0,5,1,4,19940.0,1150.0,12650.0,211155.4,127,33740.0,10,137,2223,1,0
60,2250.0,1,4,128,14,19,17,0,11317.02,5200.0,0.0,0,2,0,0.0,1600.0,0.0,16517.02,36,1600.0,2,38,2223,1,0
52,2500000.0,1,4,128,14,20,17,25,48223.6,50490.0,59049.7,7,6,8,48313.45,50564.48,64434.76,157763.3,62,163312.69,21,83,2223,1,0
53,2000000.0,0,4,128,14,21,15,17,44000.0,40600.0,46100.0,7,6,7,44156.0,40683.0,46361.0,130700.0,53,131200.0,20,73,2223,1,0
39,2450.0,1,4,127,14,0,0,0,0.0,0.0,0.0,0,0,1,0.0,0.0,50.0,0.0,0,50.0,1,1,2223,1,1
48,2250.0,1,4,127,14,20,0,0,24143.6,0.0,0.0,11,0,0,24100.0,0.0,0.0,24143.6,20,24100.0,11,31,2223,1,1
46,60000.0,0,4,127,14,244,307,108,2364691.64,6644873.07,633743.38,10,13,9,1405651.85,6662156.32,487699.29,9643308.09,659,8555507.46,32,691,2222,2,0
47,500000.0,0,1,128,14,7,0,9,18702.6,0.0,23999.7,1,1,1,3073.77,8500.0,6000.0,42702.3,16,17573.77,3,19,2223,1,0
50,180000.0,0,1,192,9,3,0,0,7693.6,0.0,0.0,0,0,0,0.0,0.0,0.0,7693.6,3,0.0,0,3,2223,1,1
42,1000000.0,0,4,130,14,81,81,64,116071.9,133611.58,106388.64,6,7,6,419091.86,603911.18,371686.06,356072.12,226,1394689.1,19,245,2222,2,0
37,4000000.0,0,4,79,14,7,1,0,1789.0,221.31,0.0,3,0,0,2150.0,0.0,0.0,2010.31,8,2150.0,3,11,2223,1,1
61,600.0,1,4,80,14,127,130,118,453729.86,492766.74,459559.24,13,12,11,500456.13,578561.67,607211.05,1406055.84,375,1686228.85,36,411,2222,2,0
36,5000000.0,1,4,80,14,2,20,16,2630.0,113648.28,74725.31,5,7,11,360592.5,471045.0,599685.5,191003.59,38,1431323.0,23,61,2222,2,0
43,15000000.0,1,4,81,14,78,53,31,735900.48,658843.88,515320.11,9,5,5,1154825.35,175596.09,616976.75,1910064.47,162,1947398.19,19,181,2212,0,0
37,500000.0,1,4,81,14,61,70,50,146825.71,176130.0,133457.07,0,0,0,0.0,0.0,0.0,456412.78,181,0.0,0,181,2222,2,1
38,1000000.0,1,4,81,14,24,27,27,35019.18,34451.0,35376.89,1,2,5,10000.0,5000.0,70800.0,104847.07,78,85800.0,8,86,2222,2,0
45,8870.0,1,1,81,14,135,52,45,467186.99,143580.9,80150.98,10,5,15,804323.67,85864.72,50200.0,690918.87,232,940388.39,30,262,2222,2,0
38,2000000.0,0,4,81,14,163,226,387,3250197.31,1891968.23,3307969.76,31,18,27,2820411.43,1819524.81,3045926.84,8450135.3,776,7685863.08,76,852,2236,0,0
42,5000000.0,1,1,83,14,419,265,368,2222750.93,985964.72,1987321.38,18,27,21,2225156.47,1438137.14,1945455.94,5196037.03,1052,5608749.55,66,1118,2212,0,0
55,1500000.0,1,4,81,14,13,7,1,46793.6,26000.0,749.7,8,7,4,21000.0,17500.0,13500.0,73543.3,21,52000.0,19,40,2223,1,0
40,1000.0,1,1,81,14,22,22,10,1245395.3,60116.76,3115152.19,16,11,6,3307218.12,3016910.56,2384958.15,4420664.25,54,8709086.83,33,87,2211,3,0
28,2000000.0,1,4,81,14,0,1,0,0.0,800.0,0.0,0,0,0,0.0,0.0,0.0,800.0,1,0.0,0,1,2223,1,1
81,1120000.0,1,5,81,14,12,18,13,40900.0,39900.0,37800.0,7,6,7,41951.0,38658.0,44051.0,118600.0,43,124660.0,20,63,2223,1,0
